cycle, pedal, velocity, acceleration
2377,0.266555,10.5829,1.38237
2378,0.267439,10.652,1.38226
2379,0.268328,10.7211,1.38214
2380,0.269223,10.7902,1.38203
2381,0.270124,10.8593,1.38191
2382,0.271031,10.9284,1.38179
2383,0.271944,10.9975,1.38168
2384,0.272862,11.0666,1.38156
2385,0.273786,11.1357,1.38145
2386,0.274716,11.2047,1.38133
2387,0.275652,11.2738,1.38122
2388,0.276593,11.3428,1.3811
2389,0.277541,11.4119,1.38099
2390,0.278494,11.4809,1.38087
2391,0.279452,11.55,1.38076
2392,0.280417,11.619,1.38064
2393,0.281387,11.688,1.38052
2394,0.282363,11.757,1.38041
2395,0.283345,11.8261,1.38029
2396,0.284333,11.8951,1.38018
2397,0.285326,11.9641,1.38006
2398,0.286325,12.0331,1.37995
2399,0.28733,12.1021,1.37983
2400,0.288341,12.171,1.37972
2401,0.289357,12.24,1.3796
2402,0.290379,12.309,1.37949
2403,0.291407,12.378,1.37937
2404,0.29244,12.4469,1.37926
2405,0.29348,12.5159,1.37914
2406,0.294525,12.5848,1.37903
2407,0.295576,12.6538,1.37891
2408,0.296632,12.7227,1.3788
2409,0.297695,12.7917,1.37868
2410,0.298763,12.8606,1.37857
2411,0.299837,12.9295,1.37846
2412,0.300916,12.9984,1.37834
2413,0.302001,13.0673,1.37823
2414,0.303092,13.1362,1.37811
2415,0.304189,13.2051,1.378
2416,0.305292,13.274,1.37788
2417,0.3064,13.3429,1.37777
2418,0.307514,13.4118,1.37765
2419,0.308633,13.4807,1.37754
2420,0.309759,13.5496,1.37742
2421,0.31089,13.6184,1.37731
2422,0.312027,13.6873,1.37719
2423,0.313169,13.7561,1.37708
2424,0.314317,13.825,1.37697
2425,0.315471,13.8938,1.37685
2426,0.316631,13.9627,1.37674
2427,0.317796,14.0315,1.37662
2428,0.318968,14.1003,1.37651
2429,0.320144,14.1691,1.37639
2430,0.321327,14.238,1.37628
2431,0.322515,14.3068,1.37617
2432,0.323709,14.3756,1.37605
2433,0.324909,14.4444,1.37594
2434,0.326114,14.5132,1.37582
2435,0.327325,14.5819,1.37571
2436,0.328542,14.6507,1.3756
2437,0.329765,14.7195,1.37548
2438,0.330993,14.7883,1.37537
2439,0.332227,14.857,1.37525
2440,0.333466,14.9258,1.37514
2441,0.334712,14.9945,1.37503
2442,0.335963,15.0633,1.37491
2443,0.337219,15.132,1.3748
2444,0.338482,15.2008,1.37468
2445,0.33975,15.2695,1.37457
2446,0.341023,15.3382,1.37446
2447,0.342303,15.4069,1.37434
2448,0.343588,15.4756,1.37423
2449,0.344879,15.5443,1.37412
2450,0.346175,15.613,1.374
2451,0.347477,15.6817,1.37389
2452,0.348785,15.7504,1.37378
2453,0.350099,15.8191,1.37366
2454,0.351418,15.8878,1.37355
2455,0.352743,15.9565,1.37343
2456,0.354073,16.0251,1.37332
2457,0.35541,16.0938,1.37321
2458,0.356751,16.1624,1.37309
2459,0.358099,16.2311,1.37298
2460,0.359452,16.2997,1.37287
2461,0.360811,16.3684,1.37275
2462,0.362176,16.437,1.37264
2463,0.363546,16.5056,1.37253
2464,0.364922,16.5742,1.37241
2465,0.366303,16.6429,1.3723
2466,0.367691,16.7115,1.37219
2467,0.369084,16.7801,1.37207
2468,0.370482,16.8487,1.37196
2469,0.371886,16.9173,1.37185
2470,0.373296,16.9859,1.37174
2471,0.374712,17.0544,1.37162
2472,0.376133,17.123,1.37151
2473,0.37756,17.1916,1.3714
2474,0.378992,17.2601,1.37128
2475,0.38043,17.3287,1.37117
2476,0.381874,17.3973,1.37106
2477,0.383323,17.4658,1.37094
2478,0.384778,17.5343,1.37083
2479,0.386239,17.6029,1.37072
2480,0.387705,17.6714,1.37061
2481,0.389177,17.7399,1.37049
2482,0.390655,17.8085,1.37038
2483,0.392138,17.877,1.37027
2484,0.393627,17.9455,1.37016
2485,0.395121,18.014,1.37004
2486,0.396622,18.0825,1.36993
2487,0.398127,18.151,1.36982
2488,0.399639,18.2195,1.3697
2489,0.401156,18.2879,1.36959
2490,0.402678,18.3564,1.36948
2491,0.404207,18.4249,1.36937
2492,0.405741,18.4933,1.36925
2493,0.40728,18.5618,1.36914
2494,0.408825,18.6302,1.36903
2495,0.410376,18.6987,1.36892
2496,0.411932,18.7671,1.3688
2497,0.413494,18.8356,1.36869
2498,0.415062,18.904,1.36858
2499,0.416635,18.9724,1.36847
2500,0.418214,19.0408,1.36836
2501,0.419799,19.1092,1.36824
2502,0.421389,19.1777,1.36813
2503,0.422984,19.2461,1.36802
2504,0.424586,19.3144,1.36791
2505,0.426192,19.3828,1.36779
2506,0.427805,19.4512,1.36768
2507,0.429423,19.5196,1.36757
2508,0.431047,19.588,1.36746
2509,0.432676,19.6563,1.36735
2510,0.434311,19.7247,1.36723
2511,0.435951,19.7931,1.36712
2512,0.437598,19.8614,1.36701
2513,0.439249,19.9298,1.3669
2514,0.440907,19.9981,1.36679
2515,0.442569,20.0664,1.36668
2516,0.444238,20.1348,1.36656
2517,0.445912,20.2031,1.36645
2518,0.447592,20.2714,1.36634
2519,0.449277,20.3397,1.36623
2520,0.450968,20.408,1.36612
2521,0.452664,20.4763,1.366
2522,0.454366,20.5446,1.36589
2523,0.456074,20.6129,1.36578
2524,0.457787,20.6812,1.36567
2525,0.459505,20.7495,1.36556
2526,0.46123,20.8177,1.36545
2527,0.46296,20.886,1.36534
2528,0.464695,20.9543,1.36522
2529,0.466436,21.0225,1.36511
2530,0.468183,21.0908,1.365
2531,0.469935,21.159,1.36489
2532,0.471693,21.2272,1.36478
2533,0.473456,21.2955,1.36467
2534,0.475225,21.3637,1.36456
2535,0.476999,21.4319,1.36444
2536,0.478779,21.5001,1.36433
2537,0.480565,21.5684,1.36422
2538,0.482356,21.6366,1.36411
2539,0.484153,21.7048,1.364
2540,0.485955,21.773,1.36389
2541,0.487763,21.8411,1.36378
2542,0.489576,21.9093,1.36367
2543,0.491395,21.9775,1.36355
2544,0.493219,22.0457,1.36344
2545,0.49505,22.1138,1.36333
2546,0.496885,22.182,1.36322
2547,0.498726,22.2502,1.36311
2548,0.500573,22.3183,1.363
2549,0.502425,22.3865,1.36289
2550,0.504283,22.3865,1.36289
2551,-4.77E-80,3.14E-08,6.28E-07
2552,0.126,0.144876,2.89752
2553,0.0131737,0.340096,3.9044
2554,-0.112184,0.303337,-0.735191
2555,0.107367,0.299329,-0.0801447
2556,0.188274,0.478977,3.59295
2557,0.0251645,0.670028,3.82102
2558,-0.0804484,0.647202,-0.456507
2559,0.117928,0.690053,0.857012
2560,0.138807,0.85022,3.20334
2561,0.0217129,0.97533,2.5022
2562,0.000626001,1.004,0.573313
2563,0.100538,1.07399,1.39998
2564,0.104006,1.20455,2.6112
2565,0.0392214,1.2967,1.84298
2566,0.052437,1.35978,1.26151
2567,0.0909908,1.4464,1.73238
2568,0.0849543,1.54665,2.00501
2569,0.0692515,1.63459,1.75886
2570,0.0762316,1.71612,1.63057
2571,0.0872686,1.80332,1.744
2572,0.0878001,1.89351,1.80387
2573,0.0864089,1.9814,1.75769
2574,0.0894482,2.0679,1.72995
2575,0.0935054,2.15519,1.74594
2576,0.0958884,2.24309,1.75795
2577,0.097751,2.33075,1.75313
2578,0.100191,2.41815,1.7481
2579,0.102886,2.5056,1.74888
2580,0.105426,2.59312,1.75047
2581,0.107871,2.68063,1.75029
2582,0.11036,2.76811,1.74958
2583,0.112896,2.85558,1.74931
2584,0.115436,2.94304,1.74926
2585,0.117974,3.0305,1.74912
2586,0.12052,3.11794,1.74891
2587,0.12308,3.20538,1.74869
2588,0.12565,3.2928,1.74848
2589,0.12823,3.38021,1.74828
2590,0.13082,3.46762,1.74806
2591,0.133421,3.55501,1.74784
2592,0.136033,3.64239,1.74761
2593,0.138657,3.72976,1.74738
2594,0.141293,3.81712,1.74714
2595,0.14394,3.90446,1.7469
2596,0.1466,3.99179,1.74665
2597,0.149272,4.07912,1.74642
2598,0.151956,4.16642,1.74618
2599,0.154652,4.25372,1.74592
2600,0.157362,4.341,1.74565
2601,0.160085,4.42827,1.74537
2602,0.162822,4.51553,1.74509
2603,0.165573,4.60277,1.74481
2604,0.168338,4.68999,1.74451
2605,0.171118,4.7772,1.74422
2606,0.173913,4.8644,1.74392
2607,0.176723,4.95158,1.74361
2608,0.179549,5.03874,1.7433
2609,0.18239,5.12589,1.74298
2610,0.185248,5.21303,1.74266
2611,0.188121,5.30014,1.74233
2612,0.191012,5.38724,1.742
2613,0.193918,5.47432,1.74166
2614,0.196842,5.56139,1.74131
2615,0.199784,5.64844,1.74096
2616,0.202743,5.73547,1.74061
2617,0.205719,5.82248,1.74025
2618,0.208714,5.90948,1.73988
2619,0.211727,5.99645,1.73951
2620,0.214759,6.08341,1.73914
2621,0.217809,6.17035,1.73876
2622,0.220879,6.25726,1.73837
2623,0.223968,6.34416,1.73798
2624,0.227077,6.43104,1.73759
2625,0.230206,6.5179,1.73718
2626,0.233354,6.60474,1.73678
2627,0.236524,6.69156,1.73637
2628,0.239713,6.77836,1.73595
2629,0.242924,6.86513,1.73553
2630,0.246156,6.95189,1.7351
2631,0.24941,7.03862,1.73467
2632,0.252685,7.12533,1.73423
2633,0.255982,7.21202,1.73379
2634,0.259301,7.29869,1.73334
2635,0.262643,7.38533,1.73289
2636,0.266007,7.47196,1.73244
2637,0.269395,7.55856,1.73197
2638,0.272805,7.64513,1.73151
2639,0.276239,7.73168,1.73103
2640,0.279697,7.81821,1.73056
2641,0.283179,7.90471,1.73008
2642,0.286685,7.99119,1.72959
2643,0.290215,8.07799,1.73585
2644,0.293297,8.16564,1.75312
2645,0.295296,8.25389,1.76505
2646,0.296804,8.34249,1.77187
2647,0.298074,8.43127,1.77572
2648,0.299211,8.52017,1.77796
2649,0.300268,8.60914,1.77928
2650,0.301278,8.69814,1.78002
2651,0.302263,8.78716,1.7804
2652,0.303235,8.87619,1.78056
2653,0.304204,8.96521,1.78059
2654,0.305174,9.05424,1.78053
2655,0.306149,9.14326,1.78042
2656,0.30713,9.23228,1.78028
2657,0.308119,9.32128,1.78011
2658,0.309117,9.41028,1.77994
2659,0.310123,9.49927,1.77976
2660,0.311139,9.58824,1.77958
2661,0.312164,9.67721,1.77939
2662,0.313198,9.76617,1.7792
2663,0.314242,9.85512,1.77901
2664,0.315295,9.94407,1.77882
2665,0.316358,10.033,1.77863
2666,0.31743,10.1219,1.77844
2667,0.318512,10.2108,1.77824
2668,0.319604,10.2997,1.77805
2669,0.320705,10.3886,1.77786
2670,0.321816,10.4775,1.77767
2671,0.322936,10.5664,1.77748
2672,0.324066,10.6552,1.77729
2673,0.325206,10.7441,1.7771
2674,0.326355,10.8329,1.7769
2675,0.327513,10.9218,1.77671
2676,0.328682,11.0106,1.77652
2677,0.329859,11.0994,1.77633
2678,0.331047,11.1882,1.77614
2679,0.332243,11.277,1.77595
2680,0.33345,11.3658,1.77576
2681,0.334666,11.4546,1.77557
2682,0.335891,11.5434,1.77538
2683,0.337126,11.6321,1.77519
2684,0.33837,11.7209,1.775
2685,0.339624,11.8096,1.77481
2686,0.340888,11.8983,1.77461
2687,0.342161,11.9871,1.77442
2688,0.343444,12.0758,1.77423
2689,0.344736,12.1645,1.77404
2690,0.346037,12.2532,1.77385
2691,0.347349,12.3419,1.77366
2692,0.348669,12.4305,1.77347
2693,0.349999,12.5192,1.77328
2694,0.351339,12.6078,1.77309
2695,0.352688,12.6965,1.7729
2696,0.354047,12.7851,1.77271
2697,0.355415,12.8738,1.77252
2698,0.356793,12.9624,1.77233
2699,0.35818,13.051,1.77214
2700,0.359576,13.1396,1.77195
2701,0.360982,13.2282,1.77176
2702,0.362398,13.3167,1.77158
2703,0.363823,13.4053,1.77139
2704,0.365258,13.4939,1.7712
2705,0.366702,13.5824,1.77101
2706,0.368155,13.671,1.77082
2707,0.369618,13.7595,1.77063
2708,0.37109,13.848,1.77044
2709,0.372572,13.9365,1.77025
2710,0.374063,14.025,1.77006
2711,0.375564,14.1135,1.76987
2712,0.377074,14.202,1.76968
2713,0.378594,14.2905,1.76949
2714,0.380123,14.379,1.76931
2715,0.381661,14.4674,1.76912
2716,0.383209,14.5559,1.76893
2717,0.384767,14.6443,1.76874
2718,0.386334,14.7327,1.76855
2719,0.38791,14.8211,1.76836
2720,0.389495,14.9095,1.76817
2721,0.391091,14.9979,1.76799
2722,0.392695,15.0863,1.7678
2723,0.394309,15.1747,1.76761
2724,0.395932,15.2631,1.76742
2725,0.397565,15.3514,1.76723
2726,0.399207,15.4398,1.76704
2727,0.400859,15.5281,1.76686
2728,0.40252,15.6165,1.76667
2729,0.40419,15.7048,1.76648
2730,0.40587,15.7931,1.76629
2731,0.407559,15.8814,1.7661
2732,0.409257,15.9697,1.76592
2733,0.410965,16.058,1.76573
2734,0.412683,16.1463,1.76554
2735,0.414409,16.2345,1.76535
2736,0.416145,16.3228,1.76517
2737,0.417891,16.4111,1.76498
2738,0.419646,16.4993,1.76479
2739,0.42141,16.5875,1.7646
2740,0.423183,16.6757,1.76442
2741,0.424966,16.764,1.76423
2742,0.426758,16.8522,1.76404
2743,0.42856,16.9404,1.76386
2744,0.430371,17.0285,1.76367
2745,0.432191,17.1167,1.76348
2746,0.434021,17.2049,1.76329
2747,0.43586,17.293,1.76311
2748,0.437708,17.3812,1.76292
2749,0.439566,17.4693,1.76273
2750,0.441433,17.5574,1.76255
2751,0.443309,17.6456,1.76236
2752,0.445195,17.7337,1.76217
2753,0.44709,17.8218,1.76199
2754,0.448994,17.9099,1.7618
2755,0.450908,17.9979,1.76162
2756,0.452831,18.086,1.76143
2757,0.454763,18.1741,1.76124
2758,0.456705,18.2621,1.76106
2759,0.458656,18.3502,1.76087
2760,0.460616,18.4382,1.76068
2761,0.462585,18.5262,1.7605
2762,0.464564,18.6142,1.76031
2763,0.466552,18.7022,1.76013
2764,0.46855,18.7902,1.75994
2765,0.470556,18.8782,1.75976
2766,0.472572,18.9662,1.75957
2767,0.474597,19.0542,1.75938
2768,0.476632,19.1421,1.7592
2769,0.478676,19.2301,1.75901
2770,0.480729,19.318,1.75883
2771,0.482791,19.406,1.75864
2772,0.484863,19.4939,1.75846
2773,0.486944,19.5818,1.75827
2774,0.489034,19.6697,1.75809
2775,0.491133,19.7576,1.7579
2776,0.493242,19.8455,1.75772
2777,0.49536,19.9334,1.75753
2778,0.497487,20.0212,1.75735
2779,0.499623,20.1091,1.75716
2780,0.501769,20.1969,1.75698
2781,0.503924,20.2848,1.75679
2782,0.506088,20.3726,1.75661
2783,0.508262,20.4604,1.75642
2784,0.510444,20.5482,1.75624
2785,0.512636,20.636,1.75605
2786,0.514837,20.7238,1.75587
2787,0.517048,20.8116,1.75568
2788,0.519267,20.8994,1.7555
2789,0.521496,20.9872,1.75531
2790,0.523734,21.0749,1.75513
2791,0.525981,21.1627,1.75495
2792,0.528237,21.2504,1.75476
2793,0.530503,21.3381,1.75458
2794,0.532778,21.4259,1.75439
2795,0.535062,21.5136,1.75421
2796,0.537355,21.6013,1.75402
2797,0.539658,21.689,1.75384
2798,0.541969,21.7766,1.75366
2799,0.54429,21.8643,1.75347
2800,0.54662,21.952,1.75329
2801,0.548959,22.0396,1.75311
2802,0.551308,22.1273,1.75292
2803,0.553665,22.2149,1.75274
2804,0.556032,22.3025,1.75256
2805,0.558408,22.3902,1.75237
2806,0.560793,22.4778,1.75219
2807,0.563187,22.5654,1.752
2808,0.565591,22.653,1.75182
2809,0.568003,22.7405,1.75164
2810,0.570425,22.8281,1.75146
2811,0.572856,22.9157,1.75127
2812,0.575296,23.0032,1.75109
2813,0.577745,23.0908,1.75091
2814,0.580204,23.1783,1.75072
2815,0.582671,23.2658,1.75054
2816,0.585148,23.3534,1.75036
2817,0.587634,23.4409,1.75017
2818,0.590128,23.5284,1.74999
2819,0.592633,23.6159,1.74981
2820,0.595146,23.7033,1.74963
2821,0.597668,23.7908,1.74944
2822,0.6002,23.8783,1.74926
2823,0.60274,23.9657,1.74908
2824,0.60529,24.0532,1.7489
2825,0.607849,24.1406,1.74871
2826,0.610417,24.228,1.74853
2827,0.612994,24.3155,1.74835
2828,0.61558,24.4029,1.74817
2829,0.618175,24.4903,1.74798
2830,0.62078,24.5777,1.7478
2831,0.623393,24.665,1.74762
2832,0.626016,24.7524,1.74744
2833,0.628648,24.8398,1.74726
2834,0.631288,24.9271,1.74707
2835,0.633938,25.0145,1.74689
2836,0.636597,25.1018,1.74671
2837,0.639265,25.1891,1.74653
2838,0.641942,25.2764,1.74635
2839,0.644629,25.3638,1.74617
2840,0.647324,25.3638,1.74617
2841,-4.77E-80,3.14E-08,6.28E-07
2842,0.175,0.182523,3.65047
2843,0.0444673,0.419491,4.73935
2844,-0.0892776,0.46771,0.964383
2845,0.0630025,0.515777,0.961337
2846,0.139997,0.642429,2.53305
2847,0.10691,0.816768,3.48678
2848,0.0384964,0.933831,2.34126
2849,0.0693439,1.02278,1.77902
2850,0.116638,1.14692,2.48267
2851,0.103431,1.28768,2.81523
2852,0.0810188,1.40358,2.31812
2853,0.100055,1.51358,2.19993
2854,0.117422,1.63661,2.46064
2855,0.114176,1.76198,2.50734
2856,0.112875,1.88139,2.38814
2857,0.120852,1.99963,2.36499
2858,0.128065,2.12025,2.41236
2859,0.1315,2.24148,2.42462
2860,0.135024,2.36187,2.40766
2861,0.13998,2.48193,2.40117
2862,0.145051,2.60221,2.40567
2863,0.149678,2.72261,2.40806
2864,0.154227,2.84295,2.40672
2865,0.158918,2.96322,2.40542
2866,0.163673,3.08348,2.40516
2867,0.16842,3.20373,2.40507
2868,0.173168,3.32397,2.40474
2869,0.177938,3.44418,2.4043
2870,0.182732,3.56438,2.40387
2871,0.187547,3.68455,2.40346
2872,0.192382,3.8047,2.40304
2873,0.197239,3.92483,2.40259
2874,0.202118,4.04494,2.40215
2875,0.20702,4.16502,2.40173
2876,0.211941,4.28509,2.40128
2877,0.216886,4.40513,2.40079
2878,0.221857,4.52514,2.40027
2879,0.226854,4.64513,2.39975
2880,0.231877,4.76509,2.39921
2881,0.236927,4.88502,2.39866
2882,0.242004,5.00493,2.3981
2883,0.247111,5.1248,2.39752
2884,0.252246,5.24465,2.39693
2885,0.257411,5.36447,2.39633
2886,0.262607,5.48425,2.39571
2887,0.267834,5.60401,2.39508
2888,0.273093,5.72373,2.39444
2889,0.278384,5.84342,2.39378
2890,0.283708,5.96307,2.39311
2891,0.289066,6.08269,2.39243
2892,0.294458,6.20228,2.39173
2893,0.299885,6.32183,2.39102
2894,0.305348,6.44135,2.3903
2895,0.310848,6.56082,2.38957
2896,0.316384,6.68027,2.38882
2897,0.321958,6.79967,2.38806
2898,0.327571,6.91903,2.38728
2899,0.333222,7.03836,2.3865
2900,0.338913,7.15764,2.3857
2901,0.344644,7.27689,2.38489
2902,0.350416,7.39609,2.38406
2903,0.356229,7.51525,2.38322
2904,0.362085,7.63437,2.38237
2905,0.367983,7.75344,2.38151
2906,0.373925,7.87248,2.38064
2907,0.37991,7.99146,2.37975
2908,0.385941,8.11106,2.39195
2909,0.391099,8.23223,2.42327
2910,0.394309,8.35445,2.4445
2911,0.396659,8.47728,2.45664
2912,0.398585,8.60046,2.46349
2913,0.400273,8.72383,2.46747
2914,0.40182,8.84732,2.4698
2915,0.403283,8.97088,2.47109
2916,0.404703,9.09446,2.47175
2917,0.406102,9.21806,2.47201
2918,0.407496,9.34166,2.47203
2919,0.408895,9.46526,2.4719
2920,0.410302,9.58884,2.47167
2921,0.411723,9.71241,2.47139
2922,0.413159,9.83597,2.47108
2923,0.414611,9.9595,2.47074
2924,0.416081,10.083,2.47039
2925,0.417568,10.2065,2.47004
2926,0.419073,10.33,2.46968
2927,0.420597,10.4535,2.46931
2928,0.422138,10.5769,2.46894
2929,0.423699,10.7004,2.46858
2930,0.425277,10.8238,2.46821
2931,0.426874,10.9472,2.46784
2932,0.428489,11.0705,2.46747
2933,0.430123,11.1939,2.4671
2934,0.431775,11.3172,2.46673
2935,0.433446,11.4405,2.46637
2936,0.435135,11.5638,2.466
2937,0.436843,11.6871,2.46563
2938,0.438569,11.8104,2.46526
2939,0.440313,11.9336,2.46489
2940,0.442075,12.0569,2.46453
2941,0.443857,12.1801,2.46416
2942,0.445656,12.3033,2.46379
2943,0.447474,12.4264,2.46342
2944,0.44931,12.5496,2.46306
2945,0.451164,12.6727,2.46269
2946,0.453037,12.7958,2.46232
2947,0.454928,12.9189,2.46196
2948,0.456838,13.042,2.46159
2949,0.458765,13.1651,2.46122
2950,0.460712,13.2881,2.46086
2951,0.462676,13.4111,2.46049
2952,0.464659,13.5341,2.46013
2953,0.466659,13.6571,2.45976
2954,0.468679,13.7801,2.4594
2955,0.470716,13.903,2.45903
2956,0.472772,14.026,2.45867
2957,0.474846,14.1489,2.4583
2958,0.476938,14.2718,2.45794
2959,0.479049,14.3947,2.45757
2960,0.481177,14.5175,2.45721
2961,0.483324,14.6404,2.45684
2962,0.485489,14.7632,2.45648
2963,0.487673,14.886,2.45611
2964,0.489874,15.0088,2.45575
2965,0.492094,15.1316,2.45539
2966,0.494332,15.2543,2.45502
2967,0.496588,15.377,2.45466
2968,0.498862,15.4998,2.4543
2969,0.501155,15.6225,2.45393
2970,0.503465,15.7451,2.45357
2971,0.505794,15.8678,2.45321
2972,0.508141,15.9904,2.45285
2973,0.510506,16.1131,2.45248
2974,0.512889,16.2357,2.45212
2975,0.51529,16.3583,2.45176
2976,0.517709,16.4808,2.4514
2977,0.520147,16.6034,2.45104
2978,0.522602,16.7259,2.45067
2979,0.525076,16.8484,2.45031
2980,0.527567,16.9709,2.44995
2981,0.530077,17.0934,2.44959
2982,0.532605,17.2159,2.44923
2983,0.535151,17.3383,2.44887
2984,0.537714,17.4607,2.44851
2985,0.540296,17.5831,2.44815
2986,0.542896,17.7055,2.44779
2987,0.545514,17.8279,2.44743
2988,0.54815,17.9503,2.44707
2989,0.550804,18.0726,2.44671
2990,0.553475,18.1949,2.44635
2991,0.556165,18.3172,2.44599
2992,0.558873,18.4395,2.44563
2993,0.561599,18.5618,2.44527
2994,0.564342,18.684,2.44491
2995,0.567104,18.8062,2.44455
2996,0.569884,18.9284,2.44419
2997,0.572681,19.0506,2.44383
2998,0.575496,19.1728,2.44348
2999,0.57833,19.295,2.44312
3000,0.581181,19.4171,2.44276
3001,0.58405,19.5392,2.4424
3002,0.586937,19.6613,2.44204
3003,0.589842,19.7834,2.44169
3004,0.592765,19.9055,2.44133
3005,0.595706,20.0275,2.44097
3006,0.598664,20.1495,2.44062
3007,0.601641,20.2716,2.44026
3008,0.604635,20.3936,2.4399
3009,0.607647,20.5155,2.43954
3010,0.610677,20.6375,2.43919
3011,0.613724,20.7594,2.43883
3012,0.61679,20.8814,2.43848
3013,0.619873,21.0033,2.43812
3014,0.622974,21.1252,2.43776
3015,0.626093,21.247,2.43741
3016,0.62923,21.3689,2.43705
3017,0.632385,21.4907,2.4367
3018,0.635557,21.6125,2.43634
3019,0.638747,21.7343,2.43599
3020,0.641955,21.8561,2.43563
3021,0.64518,21.9779,2.43528
3022,0.648423,22.0996,2.43492
3023,0.651684,22.2213,2.43457
3024,0.654963,22.3431,2.43421
3025,0.65826,22.4647,2.43386
3026,0.661574,22.5864,2.4335
3027,0.664906,22.7081,2.43315
3028,0.668255,22.8297,2.4328
3029,0.671623,22.9513,2.43244
3030,0.675007,23.0729,2.43209
3031,0.67841,23.1945,2.43174
3032,0.68183,23.3161,2.43138
3033,0.685268,23.4377,2.43103
3034,0.688724,23.5592,2.43068
3035,0.692197,23.6807,2.43032
3036,0.695688,23.8022,2.42997
3037,0.699196,23.9237,2.42962
3038,0.702723,24.0451,2.42927
3039,0.706266,24.1666,2.42891
3040,0.709828,24.288,2.42856
3041,0.713407,24.4094,2.42821
3042,0.717003,24.5308,2.42786
3043,0.720617,24.6522,2.42751
3044,0.724249,24.7736,2.42716
3045,0.727898,24.8949,2.4268
3046,0.731565,25.0162,2.42645
3047,0.735249,25.1375,2.4261
3048,0.738951,25.2588,2.42575
3049,0.742671,25.3801,2.4254
3050,0.746408,25.5013,2.42505
3051,0.750162,25.6226,2.4247
3052,0.753935,25.7438,2.42435
3053,0.757724,25.865,2.424
3054,0.761531,25.9862,2.42365
3055,0.765356,26.1073,2.4233
3056,0.769198,26.2285,2.42295
3057,0.773058,26.3496,2.4226
3058,0.776935,26.4707,2.42225
3059,0.780829,26.5918,2.4219
3060,0.784741,26.7129,2.42155
3061,0.788671,26.834,2.4212
3062,0.792618,26.955,2.42085
3063,0.796582,27.076,2.4205
3064,0.800564,27.197,2.42015
3065,0.804563,27.318,2.41981
3066,0.80858,27.439,2.41946
3067,0.812614,27.56,2.41911
3068,0.816665,27.6809,2.41876
3069,0.820734,27.8018,2.41841
3070,0.82482,27.9227,2.41807
3071,0.828924,28.0436,2.41772
3072,0.833045,28.1645,2.41737
3073,0.837184,28.2853,2.41702
3074,0.841339,28.4062,2.41668
3075,0.845513,28.527,2.41633
3076,0.849703,28.6478,2.41598
3077,0.853911,28.7686,2.41563
3078,0.858136,28.8893,2.41529
3079,0.862379,29.0101,2.41494
3080,0.866639,29.1265,2.32935
3081,0.876883,29.2298,2.0647
3082,0.903941,29.3213,1.83056
3083,0.942096,29.4024,1.62256
3084,0.990128,29.4743,1.438
3085,1.04692,29.538,1.27431
3086,1.11148,29.5945,1.12919
3087,1.18292,29.5945,1.12919
3088,-4.77E-80,3.14E-08,6.28E-07
3089,0.21,0.201608,4.03216
3090,0.077749,0.366571,3.29927
3091,0.0774432,0.546328,3.59514
3092,0.0417688,0.743704,3.94752
3093,-0.0126548,0.756587,0.257658
3094,0.19826,0.935088,3.57002
3095,0.103511,1.12224,3.74308
3096,0.0628965,1.24087,2.37248
3097,0.121684,1.36174,2.41754
3098,0.149906,1.52006,3.16625
3099,0.126619,1.67466,3.09215
3100,0.123494,1.81113,2.72943
3101,0.144277,1.9496,2.76939
3102,0.155008,2.09564,2.92073
3103,0.155944,2.24129,2.91301
3104,0.160449,2.38406,2.85543
3105,0.168829,2.52664,2.85155
3106,0.176329,2.67013,2.86986
3107,0.18247,2.81379,2.87317
3108,0.188745,2.95718,2.86781
3109,0.195462,3.10045,2.86539
3110,0.202241,3.24374,2.86577
3111,0.208945,3.38704,2.86593
3112,0.215645,3.5303,2.86533
3113,0.222391,3.67353,2.86459
3114,0.229176,3.81673,2.86396
3115,0.235991,3.9599,2.86337
3116,0.242834,4.10304,2.8628
3117,0.249706,4.24615,2.86222
3118,0.256606,4.38923,2.86156
3119,0.263542,4.53227,2.86085
3120,0.270513,4.67528,2.86012
3121,0.277522,4.81824,2.85937
3122,0.284568,4.96117,2.8586
3123,0.291654,5.10406,2.85781
3124,0.298779,5.24691,2.85699
3125,0.305946,5.38972,2.85615
3126,0.313155,5.53249,2.85529
3127,0.320408,5.67521,2.85441
3128,0.327705,5.81788,2.8535
3129,0.335048,5.96051,2.85258
3130,0.342438,6.10309,2.85163
3131,0.349875,6.24563,2.85066
3132,0.357361,6.38811,2.84967
3133,0.364898,6.53054,2.84866
3134,0.372485,6.67292,2.84762
3135,0.380124,6.81525,2.84657
3136,0.387817,6.95753,2.84549
3137,0.395564,7.09975,2.8444
3138,0.403366,7.24191,2.84328
3139,0.411225,7.38402,2.84214
3140,0.419141,7.52607,2.84098
3141,0.427115,7.66806,2.83979
3142,0.435149,7.80998,2.83859
3143,0.443244,7.95185,2.83737
3144,0.4514,8.09411,2.84519
3145,0.458984,8.23843,2.88634
3146,0.463844,8.38449,2.92122
3147,0.467086,8.53152,2.94055
3148,0.469671,8.6791,2.9517
3149,0.471863,8.82701,2.9581
3150,0.47383,8.9751,2.96184
3151,0.475664,9.1233,2.96395
3152,0.477424,9.27155,2.96505
3153,0.479149,9.41983,2.96552
3154,0.480864,9.56811,2.9656
